Airline ID,Name,Alias,IATA,ICAO,Callsign,Country,Active
1389,BH Air,\n,,BGH,BALKAN HOLIDAYS,Bulgaria,N
1390,British Gulf International,\n,,BGI,BRITISH GULF,S,N
1391,British Gulf International-Fez,\n,,BGK,GULF INTER,Kyrgyzstan,N
1392,Benin Golf Air,\n,A8,BGL,BENIN GOLF,Benin,N
1393,Bugulma Air Enterprise,\n,,BGM,BUGAVIA,Russia,N
1394,Budget Air Bangladesh,\n,,BGR,BUDGET AIR,Bangladesh,N
1395,Bergen Air Transport,\n,,BGT,BERGEN AIR,Norway,N
1396,Buddha Air,\n,,BHA,BUDDHA AIR,Nepal,N
1397,Balkh Airlines,\n,,BHI,SHARIF,Afghanistan,N
1398,Bristow Helicopters,\n,,BHL,BRISTOW,United Kingdom,N
1399,Bristow Helicopters Nigeria,\n,,BHN,BRISTOW HELICOPTERS,Nigeria,N
1400,Bhoja Airlines,\n,,BHO,BHOJA,Pakistan,N
1401,Belair Airlines,\n,4T,BHP,BELAIR,Switzerland,Y
1402,Bighorn Airways,\n,,BHR,BIGHORN AIR,United States,N
1403,Bahamasair,\n,UP,BHS,BAHAMAS,Bahamas,Y
1404,Bright Air,\n,,BHT,BRIGHTAIR,Netherlands,N
1405,Bringer Air Cargo Taxi Aereo,\n,E6,,,Brazil,N
1406,Balkan Bulgarian Airlines,\n,LZ,,,,Y
1407,BA Connect,\n,TH,,,United Kingdom,N
1408,Bosphorus European Airways,\n,,BHY,BOSPHORUS,Turkey,N
1409,Binair,\n,,BID,BINAIR,Germany,N
1410,Big Island Air,\n,,BIG,BIG ISLE,United States,N
1411,British International Helicopters,\n,BS,BIH,BRINTEL,United Kingdom,Y
1412,Billund Air Center,\n,,BIL,BILAIR,Denmark,N
1413,Boise Interagency Fire Center,\n,,BIN,BISON-AIR,United States,N
1414,Bird Leasing,\n,,BIR,BIRD AIR,United States,N
1415,Bizjet Ltd,\n,,BIZ,BIZZ,United Kingdom,N
1416,Baja Air,\n,,BJA,BAJA AIR,Mexico,N
1417,Baltic Jet Aircompany,\n,,BJC,BALTIC JET,Latvia,N
1418,Business Jet Solutions,\n,,BJS,SOLUTION,United States,N
1419,Bankair,\n,B4,BKA,BANKAIR,United States,N
1420,BF-Lento OY,\n,,BKF,BAKERFLIGHT,Finland,Y
1421,Barken International,\n,,BKJ,BARKEN JET,United States,N
1422,Bangkok Airways,\n,PG,BKP,BANGKOK AIR,Thailand,Y
1423,Bukovyna,\n,,BKV,BUKOVYNA,Ukraine,N
1424,Blue Bird Aviation,\n,,BLB,BLUEBIRD SUDAN,Sudan,N
1425,Bellesavia,\n,,BLC,BELLESAVIA,Belarus,N
1426,Blue Line,\n,,BLE,BLUE BERRY,France,N
1427,Blue1,\n,KF,BLF,BLUEFIN,Finland,Y
1428,Belgavia,\n,,BLG,BELGAVIA,Belgium,N
1429,Blue Horizon Travel Club,\n,,BLH,BLUE HORIZON,United States,N
1430,Blue Jet,\n,,BLJ,BLUEWAY,Spain,N
1431,Baltic Airlines,\n,,BLL,BALTIC AIRLINES,Russia,Y
1432,Blue Airways,\n,,BLM,BLUE ARMENIA,Armenia,N
1433,Bali International Air Service,\n,,BLN,BIAR,Indonesia,N
1434,Bearskin Lake Air Service,\n,JV,BLS,BEARSKIN,Canada,Y
1435,Baltic Aviation,\n,,BLT,BALTAIR,United States,N
1436,Bellview Airlines,\n,B3,BLV,BELLVIEW AIRLINES,Nigeria,Y
1437,bmi,bmi British Midland,BD,BMA,MIDLAND,United Kingdom,Y
1438,British Medical Charter,\n,,BMD,BRITISH MEDICAL,United Kingdom,N
1439,Briggs Marine Environmental Services,\n,,BME,BRIGGS,United Kingdom,N
1440,Bristow Masayu Helicopters,\n,,BMH,MASAYU,Indonesia,N
1441,bmibaby,\n,WW,BMI,BABY,United Kingdom,Y
1442,Bemidji Airlines,\n,CH,BMJ,BEMIDJI,United States,Y
1443,Bismillah Airlines,\n,5Z,BML,BISMILLAH,Bangladesh,N
1444,Bowman Aviation,\n,,BMN,BOWMAN,United States,N
1445,British Midland Regional,\n,,BMR,,United Kingdom,Y
1446,BMW,\n,,BMW,BMW-FLIGHT,Germany,N
1447,Banco de Mexico,\n,,BMX,BANXICO,Mexico,N
1448,Bond Offshore Helicopters,\n,,BND,BOND,United Kingdom,N
1449,Benina Air,\n,,BNE,BENINA AIR,Libya,N
1450,BN Group Limited,\n,,BNG,VECTIS,United Kingdom,N
1451,Blue Nile Ethiopia Trading,\n,,BNL,NILE TRADING,Ethiopia,N
1452,Bonair Aviation,\n,,BNR,BONAIR,Canada,N
1453,Bancstar - Valley National Corporation,\n,,BNS,BANCSTAR,United States,N
1454,Bentiu Air Transport,\n,,BNT,BENTIU AIR,Sudan,N
1455,Benane Aviation Corporation,\n,,BNV,BENANE,Mauritania,N
1456,British North West Airlines,\n,,BNW,BRITISH NORTH,United Kingdom,N
1457,Boniair,\n,,BOA,KUMANOVO,Macedonia,N
1458,Bond Air Services,\n,,BOD,UGABOND,Uganda,N
1459,Boeing,\n,,BOE,BOEING,United States,N
1460,Bordaire,\n,,BOF,BORDAIR,Canada,N
1461,Bookajet Limited,\n,,BOO,BOOKAJET,United Kingdom,N
1462,Bouraq Indonesia Airlines,\n,BO,BOU,BOURAQ,Indonesia,N
1463,Blue Panorama Airlines,\n,BV,BPA,BLUE PANOROMA,Italy,Y
1464,Berkhut ZK,\n,,BPK,VENERA,Kazakhstan,N
1465,Bundepolizei-Fliegertruppe,\n,,BPO,PIROL,Germany,N
1466,Budapest Aircraft Services/Manx2,\n,,BPS,BASE,Hungary,Y
1467,Bonus Aviation,\n,,BPT,BONUS,United Kingdom,N
1468,British Petroleum Exploration,\n,,BPX,,Colombia,N
1469,BRA-Transportes Aereos,\n,7R,BRB,BRA-TRANSPAEREOS,Brazil,N
1470,Brock Air Services,\n,,BRD,BROCK AIR,Canada,N
1471,Breeze Ltd,\n,,BRE,AVIABREEZE,Ukraine,N
1472,Bering Air,\n,8E,BRG,BERING AIR,United States,Y
1473,Briansk State Air Enterprise,\n,,BRK,BRIANSK-AVIA,Russia,N
1474,Branson Airlines,\n,,BRN,BRANSON,United States,N
1475,BASE Regional Airlines,\n,,BRO,COASTRIDER,Netherlands,N
1476,Brazilian Air Force,\n,,BRS,BRAZILIAN AIR FORCE,Brazil,Y
1477,British Regional Airlines,\n,,BRT,BRITISH,United Kingdom,N
1478,Belavia Belarusian Airlines,\n,B2,BRU,BELARUS AVIA,Belarus,Y
1479,Bravo Air Congo,\n,K6,BRV,BRAVO,Democratic Republic of the Congo,N
1480,Bright Aviation Services,\n,,BRW,BRIGHT SERVICES,Bulgaria,N
1481,Braniff International Airways,\n,BN,BNF,Braniff,United States,N
1482,Buffalo Express Airlines,\n,,BRX,BUFF EXPRESS,United States,N
1483,Burundayavia,\n,,BRY,BURAIR,Kazakhstan,N
1484,Bistair - Fez,\n,,BSC,BIG SHOT,Kyrgyzstan,N
1485,Blue Star Airlines,\n,,BSD,AIRLINES STAR,Mexico,N
1486,Brasair Transportes Aereos,\n,,BSI,BRASAIR,Brazil,N
1487,Blue Swann Aviation,\n,,BSJ,BLUE SWANN,United Kingdom,N
1488,Blue Sky Aviation,\n,,BSM,,Lebanon,N
1489,Bissau Aero Transporte,\n,,BSS,BISSAU AIRSYSTEM,Guinea-Bissau,N
1490,Best Air,\n,,BST,TUNCA,Turkey,N
1491,Blue Sky Airways,\n,,BSW,SKY BLUE,Czech Republic,N
1492,Big Sky Airlines,\n,GQ,BSY,BIG SKY,United States,N
1493,BAL Bashkirian Airlines,\n,V9,BTC,BASHKIRIAN,Russia,N
1494,Baltijas Helicopters,\n,,BTH,BALTIJAS HELICOPTERS,Latvia,N
1495,Baltyka,\n,,BTK,BALTYKA,Ukraine,N
1496,Baltia Air Lines,\n,,BTL,BALTIA FLIGHT,United States,N
1497,Botir-Avia,\n,,BTR,BOTIR-AVIA,Kyrgyzstan,N
1498,Business Express,\n,,GAA,BIZEX,United States,N
1499,BT-Slavuta,\n,,BTT,BEETEE-SLAVUTA,Ukraine,N
1500,Metro Batavia,\n,7P,BTV,BATAVIA,Indonesia,Y
1501,Bulgarian Air Charter,\n,,BUC,BULGARIAN CHARTER,Bulgaria,N
1502,Blue Airlines,\n,,BUL,BLUE AIRLINES,Democratic Republic of the Congo,N
1503,Buryat Airlines Aircompany,\n,,BUN,BURAL,Russia,N
1504,Buzz Stansted,\n,,BUZ,BUZZ,United Kingdom,N
1505,Buffalo Airways,\n,,BVA,BUFFALO AIR,United States,N
1506,Bulgarian Aeronautical Centre,\n,,BVC,BULGARIAN WINGS,Bulgaria,N
1507,Baron Aviation Services,\n,,BVN,SHOW-ME,United States,N
1508,Berjaya Air,\n,J8,BVT,BERJAYA,Malaysia,Y
1509,Bellview Airlines,\n,,BVU, Sierra Leone,,N
1510,Blue Wings,\n,QW,BWG,BLUE WINGS,Germany,Y
1511,Blue Wing Airlines,\n,,BWI,BLUE TAIL,Suriname,N
1512,BWA (2002) Ltd,\n,,BWL,BRITWORLD,United Kingdom,N
1513,Bahrain Executive Air Services,\n,,BXA,BEXAIR,Bahrain,N
1514,Bar XH Air,\n,,BXH,PALLISER,Canada,N
1515,Brussels International Airlines,\n,,BXI,XENIA,Belgium,N
1516,BAX Global,\n,8W,,,,N
1517,Redding Aero Enterprises,\n,,BXR,BOXER,United States,N
1518,Berry Aviation,\n,,BYA,BERRY,United States,N
1519,Bylina Joint-Stock Company,\n,,BYL,BYLINA,Russia,N
1520,Berytos Airlines,\n,,BYR,,Lebanon,N
1521,Bayu Indonesia Air,\n,BM,BYE,BAYU,Indonesia,N
1522,Bizair Fluggesellschaft,\n,,BZA,BERLIN BEAR,Germany,N
1523,Brit Air,\n,DB,BZH,BRITAIR,France,Y
1524,Butane Buzzard Aviation Corporation,\n,,BZZ,BUZZARD,United Kingdom,N
1525,Business Flight Salzburg,\n,,AUJ,AUSTROJET,Austria,N
1526,BKS Air (Rivaflecha),\n,,CKM,COSMOS,Spain,N
1527,Bristol Flying Centre,\n,,CLF,CLIFTON,United Kingdom,N
1528,Barnes Olsen Aeroleasing,\n,,CLN,SEELINE,United Kingdom,N
1529,Baltimore Air Transport,\n,,CPJ,CORPJET,United States,N
1530,Boston-Maine Airways,\n,E9,CXS,CLIPPER CONNECTION,United States,N
1531,Brussels Airlines,SN Brussels Airlines,SN,DAT,BEE-LINE,Belgium,Y
1532,Baltimore Airways,\n,,EAH,EASTERN,United States,N
1533,Bond Aviation,\n,,EBA,BOND AVIATION,Italy,N
1534,Brazilian Army Aviation,\n,,EXB,BRAZILIAN ARMY,Brazil,N
1535,Business Express Delivery,\n,,EXP,EXPRESS AIR,Canada,N
1536,Bel Limited,\n,,FOS,,Russia,N
1537,Bangkok Aviation Center,\n,,HAW,THAI HAWK,Thailand,N
1538,Benair,\n,,HAX,SCOOP,Norway,N
1539,Binter Canarias,\n,NT,IBB,,Spain,Y
1540,Bonyad Airlines,\n,,IRJ,BONYAD AIR,Iran,N
1541,Burundaiavia,\n,,IVR,RERUN,Kazakhstan,N
1542,Blue Air,\n,0B,JOR,BLUE TRANSPORT,Romania,Y
1543,British Mediterranean Airways,\n,KJ,LAJ,BEE MED,United Kingdom,Y
1544,Belle Air,\n,,LBY,ALBAN-BELLE,Albania,N
1545,Blom Geomatics,\n,,LED,SWEEPER,Norway,N
1546,Benin Littoral Airways,\n,,LTL,LITTORAL,Benin,N
1547,Bombardier Business Jet Solutions,\n,,LXJ,FLEXJET,United States,N
1548,Bulgaria Air,\n,FB,LZB,FLYING BULGARIA,Bulgaria,Y
1549,Brazilian Navy Aviation,\n,,MBR,BRAZILIAN NAVY,Brazil,N
1550,Barents AirLink,\n,8N,NKF,NORDFLIGHT,Sweden,Y
1551,Belgian Navy,\n,,NYB,BELGIAN NAVY,Belgium,N
1552,Bakoji Airlines Services,\n,,OGJ,BAKO AIR,Nigeria,N
1553,Benders Air,\n,,PEB,PALEMA,Sweden,N
1554,Balmoral Central Contracts,\n,,PNT,PORTNET,South Africa,N
1555,BGB Air,\n,,POI,BOJBAN,Kazakhstan,N
1556,Butte Aviation,\n,,PPS,PIPESTONE,United States,N
1557,Bond Air Services,\n,,RHD,RED HEAD,United Kingdom,N
1558,Business Airfreight,\n,,RLR,RATTLER,United States,N
1559,BAC Express Airlines,\n,,RPX,RAPEX,United Kingdom,N
1560,Boscombe Down DERA (Formation),\n,,RRS,BLACKBOX,United Kingdom,N
1561,Business Jet Sweden,\n,,SCJ,SCANJET,Sweden,N
1562,British Airways Shuttle,\n,,SHT,SHUTTLE,United Kingdom,N
1563,British Sky Broadcasting,\n,,SKH,SKYNEWS,United Kingdom,N
1564,Bell Helicopter Textron,\n,,TXB,TEXTRON,Canada,N
1565,Buzzaway Limited,\n,,UKA,UKAY,United Kingdom,N
1566,Biz Jet Charter,\n,,VLX,AVOLAR,United States,N
1567,Blue Chip Jet,\n,,VOL,BLUE SPEED,Sweden,N
1568,BAE Systems,\n,,WFD,AVRO,United Kingdom,N
1569,BAE Systems,\n,,WTN,TARNISH,United Kingdom,N
1570,Baseops International,\n,,XBO,,United States,N
1571,Bureau Veritas,\n,,XDA,,France,N
1572,British Airways,\n,,XMS,SANTA,United Kingdom,N
1573,Boskovic Air Charters Limited,\n,,ZBA,BOSKY,Kenya,N
1574,C Air Jet Airlines,\n,,SRJ,SYRJET,Syrian Arab Republic,N
1575,C N Air,\n,,ORO,CAPRI,Spain,N
1576,C and M Aviation,\n,,TIP,TRANSPAC,United States,N
1577,C&M Airways,\n,,RWG,RED WING,United States,N
1578,C.S.P.,\n,,RMU, Societe,AIR-MAUR,N
1579,CABI,\n,,CBI,CABI,Ukraine,N
1580,CAI,\n,,CPI,AIRCAI,Italy,N
1581,CAL Cargo Air Lines,\n,5C,ICL,CAL,Israel,Y
1582,CAM Air Management,\n,,CMR,CAMEO,United Kingdom,N
1583,CATA L,\n,,CTZ,CATA,Argentina,N
1584,CCF Manager Airline,\n,,CCF,TOMCAT,Germany,N
1585,CEDTA (Compania Ecuatoriana De Transportes Aereos),\n,,CED,CEDTA,Ecuador,N
1586,CHC Denmark,\n,,HBI,HELIBIRD,Denmark,N
1587,CHC Helicopters,\n,,HEM,HEMS,Australia,N
1588,CHC Airways,\n,AW,SCH,,Netherlands,N
1589,CHC Helikopter Service,\n,,HKS,HELIBUS,Norway,N
1590,CI-Tours,\n,,VCI,CI-TOURS,Ivory Coast,N
1591,CKC Services,\n,,CKC,,United States,N
1592,CM Stair,\n,,CMZ,CEE-EM STAIRS,Mauritania,N
1593,CNET,\n,,CNT,KNET,France,N
1594,COAPA AIR,\n,,OAP,COAPA,Mexico,N
1595,COMAV,\n,,PDR,SPEEDSTER,Namibia,N
1596,CRI Helicopters Mexico,\n,,CRH,HELI-MEX,Mexico,N
1597,CSA Air,\n,,IRO,IRON AIR,United States,N
1598,CSE Aviation,\n,,CSE,OXFORD,United Kingdom,N
1599,CTK Network Aviation,\n,,CTQ,CITYLINK,Ghana,N
1600,Cabair College of Air Training,\n,,CBR,CABAIR,United Kingdom,N
1601,Cabo Verde Express,\n,,CVE,KABEX,Cape Verde,N
1602,Caernarfon Airworld,\n,,CWD,AMBASSADOR,United Kingdom,N
1603,Cairo Air Transport Company,\n,,CCE,,Egypt,N
1604,Cal Gulf Aviation,\n,,CGC,CAL-GULF,Sao Tome and Principe,N
1605,Cal-West Aviation,\n,,REZ,CAL AIR,United States,N
1606,California Air Shuttle,\n,,CSL,CALIFORNIA SHUTTLE,United States,N
1607,Calima Aviacion,\n,XG,CLI,CALIMA,Spain,Y
1608,Calm Air,\n,MO,CAV,CALM AIR,Canada,N
1609,Camai Air,\n,R9,CAM,AIR CAMAI,United States,N
1610,Cambodia Airlines,\n,,KHM,CAMBODIA AIRLINES,Cambodia,N
1611,Cameroon Airlines,\n,UY,UYC,CAM-AIR,Cameroon,N
1612,Campania Helicopteros De Transporte,\n,,HSO,HELIASTURIAS,Spain,N
1613,CanJet,\n,C6,CJA,CANJET,Canada,N
1614,Canada Jet Charters,\n,,PIL,PINNACLE,Canada,N
1615,Canadian Airlines,\n,CP,CDN,CANADIAN,Canada,Y
1616,Canadian Coast Guard,\n,,CTG,CANADIAN COAST GUARD,Canada,N
1617,Canadian Eagle Aviation,\n,,HIA,HAIDA,Canada,N
1618,Canadian Forces,\n,,CFC,CANFORCE,Canada,N
1619,Canadian Global Air Ambulance,\n,,BZD,BLIZZARD,Canada,N
1620,Canadian Helicopters,\n,,CDN,CANADIAN,Canada,N
1621,Canadian Interagency Forest Fire Centre,\n,,TKR,TANKER,Canada,N
1622,Canadian National Telecommunications,\n,,XNC,,Canada,N
1623,Canadian North,\n,5T,MPE,EMPRESS,Canada,Y
1624,Canadian Regional Airlines,\n,,CDR,CANADIAN REGIONAL,Canada,N
1625,Canadian Warplane Heritage Museum,\n,,CWH,WARPLANE HERITAGE,Canada,N
1626,Canadian Western Airlines,\n,W2,CWA,CANADIAN WESTERN,Canada,N
1627,Canair,\n,,CWW,CANAIR,China,N
1628,Cancun Air,\n,,CUI,CAN-AIR,Mexico,N
1629,Cape Air,\n,9K,KAP,CAIR,United States,Y
1630,Cape Air Transport,\n,,CTO,,Australia,N
1631,Cape Central Airways,\n,,SEM,SEMO,United States,N
1632,Cape Smythe Air,\n,,CMY,CAPE SMYTHE AIR,United States,N
1633,Capital Air Service,\n,,CPX,CAPAIR,United States,N
1634,Capital Airlines,\n,,CPD,CAPITAL DELTA,Kenya,N
1635,Capital Airlines Limited,\n,,NCP,CAPITAL SHUTTLE,Nigeria,N
1636,Capital Cargo International Airlines,\n,PT,CCI,CAPPY,United States,N
1637,Capital City Air Carriers,\n,,CCQ,CAP CITY,United States,N
1638,Capital Trading Aviation,\n,,EGL,PRESTIGE,United Kingdom,N
1639,Capitol Air Express,\n,,CEX,CAPITOL EXPRESS,United States,N
1640,Capitol Wings Airline,\n,,CWZ,CAPWINGS,United States,N
1641,Caravan Air,\n,,VAN,CAMEL,Mauritania,N
1642,Cardiff Wales Flying Club,\n,,CWN,CAMBRIAN,United Kingdom,N
1643,Cardinal/Air Virginia,\n,,FVA,AIR VIRGINIA,United States,N
1644,Cardolaar,\n,,GOL,CARGOLAAR,Namibia,N
1645,Cards Air Services,\n,,CDI,CARDS,Philippines,N
1646,Care Flight,\n,,CFH,CARE FLIGHT,Australia,N
1647,Carga Aerea Dominicana,\n,,CDM,CARGA AEREA,Dominican Republic,N
1648,Carga Express Internacional,\n,,EST,CARGAINTER,Mexico,N
1649,Cargo 360,\n,GG,GGC,LONG-HAUL,United States,N
1650,Cargo Express,\n,,MCX,MAURICARGO,Mauritania,N
1651,Cargo Ivoire,\n,,CRV,CARGOIV,Ivory Coast,N
1652,Cargo Link (Caribbean),\n,,CLM,CARGO LINK,Barbados,N
1653,Cargo Three,\n,,CTW,THIRD CARGO,Panama,N
1654,Cargoitalia,\n,2G,CRG,WHITE PELICAN,Italy,N
1655,Cargojet Airways,\n,W8,CJT,CARGOJET,Canada,N
1656,Cargolux,\n,CV,CLX,CARGOLUX,Luxembourg,N
1657,Cargoman,\n,,CGM,HOTEL CHARLIE,Oman,N
1658,Carib Aviation,\n,,DEL,RED TAIL,Antigua and Barbuda,N
1659,Carib Express,\n,,BCB,WAVEBIRD,Barbados,N
1660,Caribair,\n,,CBC,CARIBAIR,Dominican Republic,N
1661,Caribbean Air Cargo,\n,,DCC,CARICARGO,Barbados,N
1662,Caribbean Air Transport,\n,,CLT,CARIBBEAN,Netherlands,N
1663,Caribbean Airlines,\n,BW,BWA,CARIBBEAN AIRLINES,Trinidad and Tobago,Y
1664,Caribbean Airways,\n,,IQQ,CARIBJET,Barbados,N
1665,Caribbean Express,\n,,TLC,CARIB-X,United States,N
1666,Caribbean Star Airlines,\n,8B,GFI,CARIB STAR,Antigua and Barbuda,N
1667,Caribintair,\n,,CRT,CARIBINTAIR,Haiti,N
1668,Carill Aviation,\n,,CVG,CARILL,United Kingdom,N
1669,Carpatair,\n,V3,KRP,CARPATAIR,Romania,Y
1670,Carranza,\n,,CRR,CARRANZA,Chile,N
1671,Carroll Air Service,\n,,ULS,ULSTER,United States,N
1672,Casement Aviation,\n,,CMT,CASEMENT,United States,N
1673,Casino Airline,\n,,CSO,CASAIR,United States,N
1674,Casper Air Service,\n,,CSP,CASPER AIR,United States,N
1675,Caspian Airlines,\n,RV,CPN,CASPIAN,Iran,Y
1676,Castle Aviation,\n,,CSJ,CASTLE,United States,N
1677,Cat Aviation,\n,,CAZ,EUROCAT,Switzerland,N
1678,Catalina Flying Boats,\n,,CBT,CATALINA AIR,United States,N
1679,Catex,\n,,TEX,CATEX,France,N
1680,Cathay Pacific,\n,CX,CPA,CATHAY,Hong Kong SAR of China,Y
1681,Caverton Helicopters,\n,,CJR,CAVERTON AIR,Nigeria,N
1682,Cayman Airways,\n,KX,CAY,CAYMAN,Cayman Islands,Y
1683,Cebu Pacific,\n,5J,CEB,CEBU AIR,Philippines,Y
1684,Cecil Aviation,\n,,CIL,CECIL,United Kingdom,N
1685,Cega Aviation,\n,,CEG,CEGA,United Kingdom,N
1686,Celtic Airways,\n,,CEC,CELTAIR,United Kingdom,N
1687,Celtic West,\n,,CWE,CELTIC,United Kingdom,N
1688,Centavia,\n,7N,CNA,,Serbia,N
1689,Cente D'Essais En Vol,\n,,CEV,CENTEV,France,N
1690,Centennial Airlines,\n,,CNL,WYO-AIR,United States,N
1691,Centennial Flight Centre,\n,,CNS,CENTENNIAL,Canada,N
1692,Center Vol,\n,,CVO,CENTERVOL,Spain,N
1693,Center-South,\n,,CTS,CENTER-SOUTH,Russia,N
1694,Centrafrican Airlines,\n,,CET,CENTRAFRICAIN,Central African Republic,N
1695,Central Air Express,\n,,CAX,CENTRAL EXPRESS,Democratic Republic of Congo,N
1696,Central Airlines,\n,,CTL,CENTRAL COMMUTER,United States,N
1697,Central Airways,\n,,CNY,CENTRAL LEONE,Sierra Leone,N
1698,Central American Airlines,\n,,ACN,AEROCENTRO,Nicaragua,N
1699,Central Aviation,\n,,YOG,YOGAN AIR,United States,N
1700,Central Connect Airlines,\n,,CCG,,Czech Republic,Y
1701,Central De Discos De Reynosa,\n,,DRN,DISCOS REYNOSA,Mexico,N
1702,Central European Airlines,\n,,CMA,EUROCENTRAL,Czech Republic,N
1703,Central Flying Service,\n,,CHA,CHARTER CENTRAL,United States,N
1704,Central Mongolia Airways,\n,,CEM,CENTRAL MONGOLIA,Mongolia,N
1705,Central Mountain Air,\n,,GLR,GLACIER,Canada,N
1706,Central Queensland Aviation College,\n,,CQC,,Australia,N
1707,Central Skyport,\n,,CSI,SKYPORT,United States,N
1708,Centralwings,\n,C0,CLW,CENTRALWINGS,Poland,Y
1709,Centre Airlines,\n,,DTV,DUTCH VALLEY,United States,N
1710,Centre of Applied Geodynamica,\n,,CGS,GEO CENTRE,Russia,N
1711,Centre-Avia,\n,J7,CVC,AVIACENTRE,Russia,N
1712,Centro De Helicopteros Corporativos,\n,,CCV,HELICORPORATIVO,Mexico,N
1713,Centro de Formacion Aeronautica de Canarias,\n,,ACF,FORCAN,Spain,N
1714,Centurion Air Cargo,\n,WE,CWC,CHALLENGE CARGO,United States,N
1715,Century Aviation,\n,,URY,CENTURY AVIA,Mexico,N
1716,Century Aviation International,\n,,HAI,,Canada,N
1717,Certified Air Dispatch,\n,,XAD,,United States,N
1718,Cetraca Aviation Service,\n,,CER,CETRACA,Democratic Republic of the Congo,N
1719,Chabahar Airlines,\n,,IRU,CHABAHAR,Iran,N
1720,Chalair Aviation,\n,,CLG,CHALLAIR,France,N
1721,Chalk's Ocean Airways,\n,OP,CHK,CHALKS,United States,N
1722,Challenge Air Transport,\n,,CLS,AIRISTO,Germany,N
1723,Challenge Aviation,\n,,CHS,CHALLENGE AVIATION,Australia,N
1724,Challenge International Airlines,\n,,OFF,CHALLENGE AIR,United States,N
1725,AC Challenge Aero,\n,,CHG,SKY CHALLENGER,Ukraine,N
1726,Champagne Airlines,\n,,CPH,CHAMPAGNE,France,N
1727,Champion Air,\n,MG,CCP,CHAMPION AIR,United States,N
1728,Chanchangi Airlines,\n,,NCH,CHANCHANGI,Nigeria,N
1729,Changan Airlines,\n,2Z,CGN,CHANGAN,China,N
1730,Channel Island Aviation,\n,,CHN,CHANNEL,United States,N
1731,Chantilly Air,\n,,WML,MARLIN,United States,N
1732,Chaparral Airlines,\n,,CPL,CHAPARRAL,United States,N
1733,Chari Aviation Services,\n,S8,CSU,CHARI SERVICE,Chad,N
1734,Charlan Air Charter,\n,,CAH,CHARLAN,South Africa,N
1735,Charlie Hammonds Flying Service,\n,,HMD,HAMMOND,United States,N
1736,Charlotte Air National Guard,\n,,CGD,,United States,N
1737,Charter Air,\n,,CHW,CHARTER WIEN,Austria,Y
1738,Chartright Air,\n,,HRT,CHARTRIGHT,Canada,N
1739,Chautauqua Airlines,\n,RP,CHQ,CHAUTAUQUA,United States,Y
1740,Cheboksary Airenterprise JSC,\n,,CBB,CHEBAIR,Russia,N
1741,Chemech Aviation,\n,,CHM,,Pakistan,N
1742,Cherline,\n,,CHZ,CHERL,Russia,N
1743,Chernomor-Avia,\n,,CMK,CHERAVIA,Russia,N
1744,Cherokee Express,\n,,CBM,BLUE MAX,United States,N
1745,Cherry Air,\n,,CCY,CHERRY,United States,N
1746,Chesapeake Air Service,\n,,CAB,CHESAPEAKE AIR,United States,N
1747,Chevron U.S.A,\n,,CVR,CHEVRON,United States,N
1748,Cheyenne Airways,\n,,CYA,CHEYENNE AIR,United States,N
1749,Chicago Air,\n,,CGO,WILD ONION,United States,N
1750,Chicago Express,\n,C8,WDY,WINDY CITY,United States,N
1751,Chief Rat Flight Services,\n,,RAT,RIVERRAT,South Africa,N
1752,Chilchota Taxi Aereo,\n,,CCH,CHILCHOTA,Mexico,N
1753,Chilcotin Caribou Aviation,\n,,DES,CHILCOTIN,Canada,N
1754,Chilliwack Aviation,\n,,CAD,CHILLIWACKAIR,Canada,N
1755,Chim-Nir Aviation,\n,,ETN,CHMINIR,Israel,N
1756,China Airlines,\n,CI,CAL,DYNASTY,Taiwan,Y
1757,China Cargo Airlines,\n,CK,CKK,CARGO KING,China,N
1758,China Eastern Airlines,\n,MU,CES,CHINA EASTERN,China,Y
1759,China Express Airlines,\n,,HXA,CHINA EXPRESS,China,N
1760,China Flying Dragon Aviation,\n,,CFA,FEILONG,China,N
1761,China General Aviation Corporation,\n,,CTH,TONGHANG,China,N
1762,China National Aviation Corporation,\n,,CAG,CHINA NATIONAL,China,N
1763,China Northern Airlines,\n,CJ,CBF,CHINA NORTHERN,China,N
1764,China Northwest Airlines,\n,WH,CNW,CHINA NORTHWEST,China,N
1765,China Ocean Helicopter Corporation,\n,,CHC,CHINA HELICOPTER,China,N
1766,China Postal Airlines,\n,8Y,CYZ,CHINA POST,China,N
1767,China Southern Airlines,\n,CZ,CSN,CHINA SOUTHERN,China,Y
1768,China Southwest Airlines,\n,,CXN,CHINA SOUTHWEST,China,N
1769,China United Airlines,\n,HR,CUA,LIANHANG,China,Y
1770,China Xinhua Airlines,\n,XO,CXH,XINHUA,China,N
1771,Yunnan Airlines,\n,3Q,CYH,YUNNAN,China,Y
1772,Chinguetti Airlines,\n,,CGU,CHINGUETTI,Mauritania,N
1773,Chipola Aviation,\n,,CEP,CHIPOLA,United States,N
1774,Chippewa Air Commuter,\n,,CPW,CHIPPEWA-AIR,United States,N
1775,Chitaavia,\n,X7,CHF,CHITA,Russia,N
1776,Christman Air System,\n,,CAS,CHRISTMAN,United States,N
1777,Christophorus Flugrettungsverein,\n,,OEC,CHRISTOPHORUS,Austria,N
1778,Chrome Air Services,\n,,CHO,CHROME AIR,United States,N
